,ListingID,Property_Type,Region,Locality,Price,FloorSize,SizeType,Bedrooms,Bathrooms,Furnishing,Property_Condition,Developer,Society,Longitude,Latitude,Price_PSQFT,URL
0,1841,Apartment,Chennai South,Thiruvanmiyur,33500000,2042.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,16405.484819999998,https://www.magicbricks.com/propertyDetails/3-BHK-2042-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423433333932333335
1,1570,Builder Floor Apartment,Chennai South,Thiruvanmiyur,24500000,1510.0,super area,3.0,3.0,Furnished,Resale,,,0.0,0.0,16225.16556,https://www.magicbricks.com/propertyDetails/3-BHK-1510-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438313538363233
2,525,Apartment,Chennai South,Thiruvanmiyur,20000000,1248.0,super area,2.0,3.0,Semi-Furnished,Resale,,Seashore Apartments,12.9844177,80.26764890000001,16025.64103,https://www.magicbricks.com/propertyDetails/2-BHK-1248-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423431393039383733
3,2093,Apartment,Chennai South,Kottivakkam,18000000,1210.0,super area,2.0,2.0,Semi-Furnished,Resale,,,12.97559834,80.26023865,14876.03306,https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Valmiki-Nagar-in-Chennai&id=4d423437353632363837
4,34,Apartment,Chennai South,Thiruvanmiyur,21925000,1500.0,super area,3.0,3.0,Unfurnished,New Property,Green Valleys Shelters Pvt. Ltd.,GVSPL Mahameru,0.0,0.0,14616.666669999999,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438353432323533
5,1166,Apartment,Chennai South,Kottivakkam,48502500,3345.0,super area,4.0,4.0,Unfurnished,New Property,,,0.0,0.0,14500.0,https://www.magicbricks.com/propertyDetails/4-BHK-3345-Sq-ft-Multistorey-Apartment-FOR-Sale-Valmiki-Nagar-in-Chennai&id=4d423438313337393739
6,478,Apartment,Chennai South,Kottivakkam,45000000,2400.0,carpet area,3.0,3.0,Furnished,Resale,,,12.97559834,80.26023865,14204.54545,https://www.magicbricks.com/propertyDetails/3-BHK-2900-Sq-ft-Multistorey-Apartment-FOR-Sale-Valmiki-Nagar-in-Chennai-r1&id=4d423434393732383337
7,1541,Apartment,Chennai South,Sholinganallur,5200000,284.0,carpet area,1.0,1.0,Unfurnished,Resale,,,12.89997768,80.22729492,13871.105419999998,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423437323934303635
8,428,Builder Floor Apartment,Chennai South,Thiruvanmiyur,19000000,1383.0,super area,3.0,3.0,Semi-Furnished,New Property,,,12.98655796,80.25553131,13738.250180000001,https://www.magicbricks.com/propertyDetails/3-BHK-1383-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438363834353235
9,618,Apartment,Chennai South,Thiruvanmiyur,47500000,3520.0,super area,5.0,4.0,Semi-Furnished,Resale,,,0.0,0.0,13494.318180000002,https://www.magicbricks.com/propertyDetails/5-BHK-3520-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423436353739313733
10,39,Apartment,Chennai South,Thiruvanmiyur,37037000,2849.0,super area,3.0,3.0,Unfurnished,New Property,Amara Homes,Amara Ananya,0.0,0.0,13000.0,https://www.magicbricks.com/propertyDetails/3-BHK-2849-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423431323537373637
11,1197,Apartment,Chennai South,Medavakkam,14495000,1115.0,super area,2.0,2.0,Unfurnished,New Property,,,0.0,0.0,13000.0,https://www.magicbricks.com/propertyDetails/2-BHK-1115-Sq-ft-Multistorey-Apartment-FOR-Sale-Medavakkam-in-Chennai&id=4d423438313337313835
12,477,Apartment,Chennai South,Thiruvanmiyur,49000000,3000.0,carpet area,4.0,4.0,Semi-Furnished,New Property,,,12.98325825,80.26066589,12373.73737,https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437313035343839
13,680,Builder Floor Apartment,Chennai South,Kottivakkam,16500000,1359.0,super area,2.0,3.0,Furnished,Resale,,,0.0,0.0,12141.28035,https://www.magicbricks.com/propertyDetails/2-BHK-1359-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kottivakkam-in-Chennai&id=4d423435373937373639
14,36,Apartment,Chennai South,Thiruvanmiyur,28000000,1780.0,carpet area,3.0,3.0,Unfurnished,New Property,,,13.0581398,80.22428894,11916.92203,https://www.magicbricks.com/propertyDetails/3-BHK-2015-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423436383838363135
15,1233,Apartment,Chennai South,Thiruvanmiyur,5930000,500.0,super area,1.0,1.0,Unfurnished,Resale,,,0.0,0.0,11860.0,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437333738303139
16,2025,Builder Floor Apartment,Chennai South,Thiruvanmiyur,13000000,1100.0,super area,3.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,11818.18182,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423236353737363239
17,1868,Builder Floor Apartment,Chennai South,Thiruvanmiyur,10000000,850.0,super area,2.0,2.0,Unfurnished,Resale,,,0.0,0.0,11764.70588,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437323238323939
18,455,Apartment,Chennai South,Thiruvanmiyur,23500000,2000.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,11750.0,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438373830373339
19,1182,Apartment,Chennai South,Thiruvanmiyur,10384500,903.0,super area,2.0,2.0,Unfurnished,New Property,,,0.0,0.0,11500.0,https://www.magicbricks.com/propertyDetails/2-BHK-903-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438383633373137
20,2049,Apartment,Chennai South,Thiruvanmiyur,27048000,2352.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,11500.0,https://www.magicbricks.com/propertyDetails/3-BHK-2352-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437363536333833
21,1224,Apartment,Chennai South,Thiruvanmiyur,9090000,800.0,super area,2.0,2.0,Unfurnished,Resale,,,12.98325825,80.26066589,11362.5,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438333132383435
22,286,Apartment,Chennai South,Thiruvanmiyur,13000000,1153.0,super area,2.0,2.0,Semi-Furnished,Resale,,,12.98325825,80.26066589,11274.93495,https://www.magicbricks.com/propertyDetails/2-BHK-1153-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437373336383637
23,1585,Apartment,Chennai South,Thiruvanmiyur,12000000,1065.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,11267.60563,https://www.magicbricks.com/propertyDetails/2-BHK-1065-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438353937323931
24,100,Builder Floor Apartment,Chennai South,Thiruvanmiyur,19000000,1284.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,12.98325825,80.26066589,11210.23317,https://www.magicbricks.com/propertyDetails/3-BHK-1372-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438363938343431
25,1772,Apartment,Chennai South,Thiruvanmiyur,14000000,950.0,carpet area,3.0,3.0,Unfurnished,Resale,Nahar Foundations Pvt. Ltd.,Nahar Rishi,12.98685781,80.26192307,11164.27432,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437343530343431
26,364,Apartment,Chennai South,Thiruvanmiyur,35000000,3136.0,super area,3.0,3.0,Unfurnished,Resale,Leela Prime Properties Chennai Pvt. Ltd.,The Grand,12.98099675,80.26519686,11160.71429,https://www.magicbricks.com/propertyDetails/3-BHK-3136-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437333134333731
27,432,Apartment,Chennai South,Kottivakkam,44000000,3000.0,carpet area,3.0,3.0,Unfurnished,Resale,,,12.97559834,80.26023865,11111.11111,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Valmiki-Nagar-in-Chennai&id=4d423434383838353235
28,2055,Apartment,Chennai South,Thiruvanmiyur,24500000,2208.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,11096.014490000001,https://www.magicbricks.com/propertyDetails/3-BHK-2208-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423436373335363139
29,45,Builder Floor Apartment,Chennai South,Thiruvanmiyur,26100000,1800.0,carpet area,3.0,3.0,Unfurnished,New Property,Urban Tree Infrastructures Pvt. Ltd.,Urban Tree Awesome,12.985913,80.255113,10984.84848,https://www.magicbricks.com/propertyDetails/3-BHK-2015-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai-r1&id=4d423433343635303535
30,1883,Apartment,Chennai South,Thiruvanmiyur,18000000,1650.0,super area,3.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,10909.090909999999,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvalluvar-Nagar-in-Chennai&id=4d423436333834353933
31,442,Builder Floor Apartment,Chennai South,Thiruvanmiyur,20000000,1400.0,carpet area,2.0,2.0,Semi-Furnished,Resale,,,12.98593521,80.23920441,10822.51082,https://www.magicbricks.com/propertyDetails/2-BHK-1520-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438323132373939
32,1412,Builder Floor Apartment,Chennai South,Kottivakkam,13500000,1260.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,10714.28571,https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kottivakkam-in-Chennai&id=4d423437343535383831
33,448,Apartment,Chennai South,Thiruvanmiyur,19000000,1780.0,super area,3.0,3.0,Unfurnished,Resale,,,12.98325825,80.26066589,10674.1573,https://www.magicbricks.com/propertyDetails/3-BHK-1780-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438363234383739
34,2062,Builder Floor Apartment,Chennai South,Thiruvanmiyur,10000000,952.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,10504.20168,https://www.magicbricks.com/propertyDetails/2-BHK-952-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423338383833383031
35,1545,Builder Floor Apartment,Chennai South,Thiruvanmiyur,17000000,1246.0,carpet area,2.0,2.0,Unfurnished,New Property,,,0.0,0.0,10336.10584,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kamaraj-Nagar-Thiruvanmiyur-in-Chennai&id=4d423437383030333531
36,890,Apartment,Chennai South,East Coast Road,26500000,2584.0,super area,3.0,4.0,Furnished,Resale,Altis Properties,Altis Oceanique,12.83651054,80.24049282,10255.417959999999,https://www.magicbricks.com/propertyDetails/3-BHK-2584-Sq-ft-Multistorey-Apartment-FOR-Sale-East-Coast-Road-in-Chennai&id=4d423437343535393931
37,202,Apartment,Chennai South,East Coast Road,16500000,1650.0,super area,2.0,2.0,Furnished,New Property,Bhoomi Builders,Oyster,12.84449279,80.24055183,10000.0,https://www.magicbricks.com/propertyDetails/2-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-East-Coast-Road-in-Chennai&id=4d423436303533333435
38,1173,Builder Floor Apartment,Chennai South,Kottivakkam,14660000,1466.0,super area,3.0,3.0,Semi-Furnished,New Property,,,0.0,0.0,10000.0,https://www.magicbricks.com/propertyDetails/3-BHK-1466-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kottivakkam-in-Chennai&id=4d423438363134313235
39,1456,Apartment,Chennai South,Thiruvanmiyur,10000000,1000.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,10000.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Netaji-Nagar-Thiruvanmiyur-in-Chennai&id=4d423438373435303339
40,1940,Apartment,Chennai South,Thiruvanmiyur,21000000,1602.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,12.98325825,80.26066589,9930.768358,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437353032383639
41,220,Apartment,Chennai South,Thiruvanmiyur,9000000,690.0,carpet area,2.0,2.0,Semi-Furnished,Resale,,,12.72470188,79.98226929,9881.422925,https://www.magicbricks.com/propertyDetails/2-BHK-890-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438363531303735
42,593,Apartment,Chennai South,Kottivakkam,16000000,1655.0,super area,3.0,3.0,Unfurnished,Resale,,,0.0,0.0,9667.673716,https://www.magicbricks.com/propertyDetails/3-BHK-1655-Sq-ft-Multistorey-Apartment-FOR-Sale-Valmiki-Nagar-in-Chennai&id=4d423437343539393131
43,767,Apartment,Chennai South,Sembakkam,5000000,394.0,carpet area,2.0,2.0,Unfurnished,Resale,,,12.92566967,80.16066742,9613.905553,https://www.magicbricks.com/propertyDetails/2-BHK-875-Sq-ft-Multistorey-Apartment-FOR-Sale-Sembakkam-in-Chennai&id=4d423438303637353331
44,1846,Builder Floor Apartment,Chennai South,Thiruvanmiyur,14000000,1470.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,9523.809524,https://www.magicbricks.com/propertyDetails/3-BHK-1470-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423436373339303835
45,1454,Apartment,Chennai South,Sholinganallur,14900000,1565.0,super area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,9520.766773000001,https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423438393036333939
46,418,Apartment,Chennai South,East Coast Road,13500000,1420.0,super area,3.0,2.0,Unfurnished,Resale,,,0.0,0.0,9507.042254,https://www.magicbricks.com/propertyDetails/3-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-East-Coast-Road-in-Chennai&id=4d423437333233353537
47,451,Apartment,Chennai South,Thiruvanmiyur,20000000,1600.0,carpet area,3.0,3.0,Semi-Furnished,New Property,,,13.06012249,80.23839569,9469.69697,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438323730373533
48,1241,Apartment,Chennai South,Thiruvanmiyur,9500000,1010.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,9405.940594,https://www.magicbricks.com/propertyDetails/2-BHK-1010-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438313538333431
49,1042,Apartment,Chennai South,Kattankulathur,9800000,800.0,carpet area,3.0,2.0,Unfurnished,Resale,Arun Excello Group,Estancia,0.0,0.0,9280.30303,https://www.magicbricks.com/propertyDetails/3-BHK-1860-Sq-ft-Multistorey-Apartment-FOR-Sale-Kattankulathur-in-Chennai&id=4d423436343837303037
50,485,Apartment,Chennai South,Thiruvanmiyur,30000000,2450.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,9276.437848,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438323737363535
51,2058,Builder Floor Apartment,Chennai South,Nanganallur,8500000,924.0,super area,2.0,2.0,Furnished,Resale,,,0.0,0.0,9199.134199,https://www.magicbricks.com/propertyDetails/2-BHK-924-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423437373237383339
52,1061,Apartment,Chennai South,Sholinganallur,5500000,607.0,super area,1.0,1.0,Semi-Furnished,Resale,Baashyaam Constructions Pvt. Ltd.,Pinnacle Crest,12.8938131,80.227836,9060.955519,https://www.magicbricks.com/propertyDetails/1-BHK-607-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423438353135393731
53,2024,Apartment,Chennai South,Nanganallur,8500000,942.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,9023.354565000001,https://www.magicbricks.com/propertyDetails/2-BHK-942-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423438333036373733
54,1104,Builder Floor Apartment,Chennai South,Nanganallur,11160000,1240.0,super area,3.0,2.0,Semi-Furnished,New Property,,,0.0,0.0,9000.0,https://www.magicbricks.com/propertyDetails/3-BHK-1240-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nanganallur-in-Chennai-r1&id=4d423435373530373239
55,1126,Apartment,Chennai South,Thiruvanmiyur,15000000,1669.0,super area,3.0,3.0,Semi-Furnished,New Property,Mahalakshmi Builders,Vruksham,12.980321,80.254932,8987.417615,https://www.magicbricks.com/propertyDetails/3-BHK-1669-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423233323335373935
56,671,Apartment,Chennai South,Nanganallur,8500000,953.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,8919.202518,https://www.magicbricks.com/propertyDetails/2-BHK-953-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423438353930363639
57,423,Apartment,Chennai South,Thiruvanmiyur,19000000,1624.0,carpet area,3.0,3.0,Unfurnished,Resale,Lancor Holdings Ltd.,The Atrium,12.99002373,80.25827543,8863.263174,https://www.magicbricks.com/propertyDetails/3-BHK-1624-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438383230393331
58,1617,Builder Floor Apartment,Chennai South,Kottivakkam,8500000,960.0,super area,2.0,2.0,Unfurnished,Resale,,,0.0,0.0,8854.166667,https://www.magicbricks.com/propertyDetails/2-BHK-960-Sq-ft-Builder-Floor-Apartment-FOR-Sale-AGS-Colony-Extension-in-Chennai&id=4d423438303630303137
59,1139,Builder Floor Apartment,Chennai South,Nanganallur,9000000,1018.0,super area,2.0,3.0,Unfurnished,Resale,,,0.0,0.0,8840.864440000001,https://www.magicbricks.com/propertyDetails/2-BHK-1018-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423437383732313131
60,1533,Apartment,Chennai South,East Coast Road,17500000,2000.0,super area,4.0,3.0,Furnished,Resale,,,12.98771191,80.25569916,8750.0,https://www.magicbricks.com/propertyDetails/4-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-East-Coast-Road-in-Chennai&id=4d423437383130363133
61,1790,Apartment,Chennai South,Thiruvanmiyur,14000000,1601.0,super area,2.0,2.0,Semi-Furnished,Resale,Appaswamy Real Estates Ltd.,Waterford Apartment,12.98166394,80.25950049,8744.534666,https://www.magicbricks.com/propertyDetails/2-BHK-1601-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423434333432333533
62,295,Builder Floor Apartment,Chennai South,Nanganallur,11750000,1350.0,super area,3.0,3.0,Unfurnished,New Property,,,0.0,0.0,8703.703704000001,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423437363932373335
63,510,Apartment,Chennai South,Uthandi,15700000,1378.0,carpet area,3.0,3.0,Unfurnished,New Property,Hiranandani Group,House of Hiranandani,12.8381519,80.2280325,8631.305801,https://www.magicbricks.com/propertyDetails/3-BHK-1970-Sq-ft-Multistorey-Apartment-FOR-Sale-Egattur-in-Chennai&id=4d423436323033333239
64,1664,Apartment,Chennai South,Sholinganallur,13000000,1550.0,super area,3.0,3.0,Unfurnished,Resale,,,0.0,0.0,8387.096774,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423438323031373931
65,466,Apartment,Chennai South,Sholinganallur,4800000,579.0,super area,1.0,1.0,Semi-Furnished,Resale,Baashyaam Constructions Pvt. Ltd.,Pinnacle Crest,12.8938131,80.227836,8290.15544,https://www.magicbricks.com/propertyDetails/1-BHK-579-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai-r2&id=4d423434313937383835
66,464,Apartment,Chennai South,Thiruvanmiyur,6500000,600.0,carpet area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,8207.070706999999,https://www.magicbricks.com/propertyDetails/2-BHK-690-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438313437353831
67,1759,Apartment,Chennai South,Nanganallur,13000000,1200.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,0.0,0.0,8207.070706999999,https://www.magicbricks.com/propertyDetails/3-BHK-1448-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423438353832333037
68,1866,Apartment,Chennai South,Thiruvanmiyur,14350000,1750.0,super area,3.0,3.0,Semi-Furnished,Resale,,Sri Sai Subhodhaya,0.0,0.0,8200.0,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438313038343139
69,95,Apartment,Chennai South,Kovilambakkam,12500000,1162.0,carpet area,3.0,2.0,Unfurnished,New Property,SOBHA Ltd.,Sobha Winchester,12.950352,80.1922141,8149.481041,https://www.magicbricks.com/propertyDetails/3-BHK-1578-Sq-ft-Multistorey-Apartment-FOR-Sale-Kovilambakkam-in-Chennai&id=4d423438373336313835
70,693,Builder Floor Apartment,Chennai South,Thiruvanmiyur,8600000,800.0,carpet area,2.0,2.0,Unfurnished,Resale,,,0.0,0.0,8143.939394,https://www.magicbricks.com/propertyDetails/2-BHK-860-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438313638353739
71,1441,Apartment,Chennai South,Pallikaranai,8880000,1096.0,super area,2.0,2.0,Semi-Furnished,Resale,,,12.94605827,80.21266174,8102.189781,https://www.magicbricks.com/propertyDetails/2-BHK-1096-Sq-ft-Multistorey-Apartment-FOR-Sale-Pallikaranai-in-Chennai&id=4d423433383132363933
72,2203,Apartment,Chennai South,Thiruvanmiyur,8000000,750.0,carpet area,2.0,2.0,Unfurnished,New Property,,,12.98015594,80.26155853,8080.808081,https://www.magicbricks.com/propertyDetails/2-BHK-815-Hectare-Multistorey-Apartment-FOR-Sale-Thiruvalluvar-Nagar-in-Chennai&id=4d423434343930393933
73,151,Apartment,Chennai South,Pallikaranai,4000000,378.0,carpet area,1.0,1.0,Unfurnished,Resale,,,12.38015366,79.69202423,8016.674683,https://www.magicbricks.com/propertyDetails/1-BHK-578-Sq-ft-Multistorey-Apartment-FOR-Sale-IIT-Colony-in-Chennai&id=4d423434343431383731
74,130,Apartment,Chennai South,Uthandi,11500000,1435.0,super area,3.0,3.0,Semi-Furnished,Resale,Hiranandani Group,House of Hiranandani,12.8381519,80.2280325,8013.937281999999,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Sale-Egattur-in-Chennai&id=4d423436333035373233
75,1113,Apartment,Chennai South,Nanganallur,6500000,825.0,super area,2.0,2.0,Semi-Furnished,Resale,,Aran Ville,0.0,0.0,7878.787879,https://www.magicbricks.com/propertyDetails/2-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanganallur-in-Chennai&id=4d423438333931343431
76,1117,Apartment,Chennai South,Thiruvanmiyur,14000000,1350.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,12.98325825,80.26066589,7856.341190000001,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423435353532303537
77,351,Apartment,Chennai South,Sholinganallur,12900000,1252.0,carpet area,3.0,3.0,Semi-Furnished,Resale,,,12.89409665,80.2278348,7805.692709999999,https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423436333935373131
78,277,Apartment,Chennai South,Thiruvanmiyur,5000000,487.0,carpet area,2.0,1.0,Semi-Furnished,Resale,,,12.75283527,80.00017548,7777.985191,https://www.magicbricks.com/propertyDetails/2-BHK-687-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438363338353937
79,1637,Apartment,Chennai South,Thiruvanmiyur,4900000,630.0,super area,1.0,1.0,Semi-Furnished,Resale,,,0.0,0.0,7777.777778,https://www.magicbricks.com/propertyDetails/1-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Sale-Avvai-Nagar-in-Chennai&id=4d423438383034323337
80,49,Apartment,Chennai South,Kovilambakkam,6613000,650.0,carpet area,2.0,2.0,Unfurnished,New Property,,,0.0,0.0,7707.459206999999,https://www.magicbricks.com/propertyDetails/2-BHK-965-Sq-ft-Multistorey-Apartment-FOR-Sale-Kovilambakkam-in-Chennai-r1&id=4d423337333734323837
81,1238,Builder Floor Apartment,Chennai South,Kottivakkam,10000000,1300.0,super area,3.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,7692.307692,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sangam-Colony-in-Chennai&id=4d423438303238353135
82,2009,Apartment,Chennai South,Thiruvanmiyur,10000000,1300.0,super area,3.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,7692.307692,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423437333739393533
83,171,Apartment,Chennai South,Uthandi,11000000,1435.0,super area,3.0,3.0,Unfurnished,Resale,Hiranandani Group,Hiranandani Tiana,12.837351,80.23201,7665.505226,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Sale-Egattur-in-Chennai&id=4d423436383539363239
84,2163,Builder Floor Apartment,Chennai South,Thiruvanmiyur,7200000,948.0,super area,2.0,2.0,Semi-Furnished,Resale,,,0.0,0.0,7594.9367090000005,https://www.magicbricks.com/propertyDetails/2-BHK-948-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Thiruvanmiyur-in-Chennai&id=4d423438343531353335
